TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.googlecode.mp4parser.authoring.builder.DefaultFragmenterImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.37304421768707485,156,18
